case,mode,W,K,P_uniform,lambda*,t*,P_valid(QW),time_cap_enabled,time_limit,P_Grover_theory,P_free,gain_vs_uniform,gain_vs_free,lambda_at_lower_bound,r_Grover,valid_fraction,degree_bias_valid_minus_invalid
11_1d_dual_clustered_gaps,adjacency,36,12,0.3333333333333333,3.394736842105263,0.5371322573379276,0.44238345228157455,True,1.3603495231756633,1.0,0.33333333333333354,0.10905011894824124,0.10905011894824101,False,1.3603495231756633,0.3333333333333333,0.08333333333333326
12_1d_staggered_clustered_barriers,adjacency,43,10,0.23255813953488372,2.9017593675580002,0.6145566816214667,0.3326342717022661,True,1.6286362954302487,1.0,0.23255813953488416,0.1000761321673824,0.10007613216738195,False,1.6286362954302487,0.23255813953488372,0.06060606060606055
13_2d_corridor_clusters,adjacency,25,7,0.28,4.802631578947368,0.5129411068398941,0.6497933457262375,True,1.4842630146546574,1.0,0.2800000000000006,0.36979334572623745,0.3697933457262369,False,1.4842630146546574,0.28,-0.07936507936507953
14_2d_rooms_and_walls,adjacency,30,8,0.26666666666666666,4.396194211554622,0.5278901727542549,0.5900845340018962,True,1.5209170034901045,1.0,0.266666666666667,0.32341786733522954,0.3234178673352292,False,1.5209170034901045,0.26666666666666666,-0.02272727272727293
15_2d_grouped_islands,adjacency,36,8,0.2222222222222222,3.394736842105263,0.7145109001258061,0.5885227785443203,True,1.666081101809387,1.0,0.23195057993725507,0.3663005563220981,0.35657219860706524,False,1.666081101809387,0.2222222222222222,0.375
16_2d_narrow_passages,adjacency,42,15,0.35714285714285715,3.666734868836026,0.6674633384100587,0.7086754804025628,True,1.3142224964558467,1.0,0.3571428571428578,0.35153262325970563,0.35153262325970497,False,1.3142224964558467,0.35714285714285715,-0.2814814814814812
17_2d_large_clustered_office,adjacency,49,13,0.2653061224489796,3.423868897995076,1.1469452127083228,0.7200540630795804,True,1.524811803730247,1.0,0.2653061224489801,0.4547479406306008,0.4547479406306003,False,1.524811803730247,0.2653061224489796,-0.37393162393162394
18_2d_rectangular_window_clusters,adjacency,45,17,0.37777777777777777,3.9218308185710686,0.6419485321828245,0.7834689342127057,True,1.2778258736680514,1.0,0.3777777777777771,0.4056911564349279,0.4056911564349286,False,1.2778258736680514,0.37777777777777777,-0.134453781512605
19_3d_dual_room_clusters,adjacency,48,26,0.5416666666666666,5.5607946979842895,0.420293796651758,0.8337857221093858,True,1.0671459636891303,1.0,0.5416666666666657,0.2921190554427192,0.2921190554427201,False,1.0671459636891303,0.5416666666666666,-0.6433566433566433
20_3d_layered_obstacle_bands,adjacency,60,32,0.5333333333333333,5.618547637439166,0.3711232815628637,0.8242774842147824,True,1.0754507267897768,1.0,0.5333333333333325,0.2909441508814491,0.29094415088144987,False,1.0754507267897768,0.5333333333333333,-0.1919642857142856
01_1d_tiny_single_gap,laplacian,5,1,0.2,4.215554815356753,0.5779354955019752,0.529525117762502,True,1.7562036827601817,1.0,0.19999999999999993,0.329525117762502,0.32952511776250204,False,1.7562036827601817,0.2,0.5
02_1d_main_reference,laplacian,7,2,0.2857142857142857,2.541313759312041,0.8564751621891223,0.5634920479555854,True,1.4693454198173745,1.0,0.2857142857142856,0.2777777622412997,0.2777777622412998,False,1.4693454198173745,0.2857142857142857,0.3999999999999999
03_1d_two_free_regions,laplacian,8,3,0.375,3.1633724421503437,0.6654890966706347,0.574851989317611,True,1.282549830161864,1.0,0.375,0.19985198931761095,0.19985198931761095,False,1.282549830161864,0.375,0.3999999999999999
04_1d_clustered_medium,laplacian,14,4,0.2857142857142857,3.003172376226453,0.7701295323673961,0.5519211989506541,True,1.4693454198173745,1.0,0.28571428571428603,0.26620691323636836,0.266206913236368,False,1.4693454198173745,0.2857142857142857,0.19999999999999996
05_1d_long_clustered_blocks,laplacian,29,11,0.3793103448275862,3.1658084612197164,0.629489197852479,0.5359067105675115,True,1.2752417944336696,1.0,0.3793103448275865,0.1565963657399253,0.15659636573992497,False,1.2752417944336696,0.3793103448275862,0.11111111111111116
06_2d_tiny_corner_block,laplacian,4,1,0.25,3.2114285714285717,0.8539412889352601,0.7953172468812421,True,1.5707963267948966,1.0,0.25,0.5453172468812421,0.5453172468812421,False,1.5707963267948966,0.25,0.0
07_2d_small_diagonal_block,laplacian,9,1,0.1111111111111111,2.3824285594778885,1.7864420340743161,0.6000155670352603,True,2.356194490192345,1.0,0.11111111111111091,0.48890445592414916,0.48890445592414933,False,2.356194490192345,0.1111111111111111,-0.75
08_2d_medium_clustered_obstacles,laplacian,16,9,0.5625,4.157894736842105,0.44307533298940815,0.8017844476750551,True,1.0471975511965976,1.0,0.5625000000000002,0.23928444767505508,0.23928444767505486,False,1.0471975511965976,0.5625,0.25396825396825395
09_2d_rectangular_window,laplacian,20,8,0.4,3.5894775428286096,0.7490068422449424,0.8136946853569125,True,1.2418235332245127,1.0,0.3999999999999999,0.41369468535691245,0.41369468535691256,False,1.2418235332245127,0.4,-0.16666666666666652
10_3d_small_clustered_obstacles,laplacian,18,12,0.6666666666666666,7.089675885054594,0.24919760390991955,0.869400717323787,True,0.961912372621398,1.0,0.6666666666666662,0.20273405065712036,0.2027340506571208,False,0.961912372621398,0.6666666666666666,0.25
11_1d_dual_clustered_gaps,laplacian,36,12,0.3333333333333333,3.517142857142857,0.5146808773605348,0.438492035312318,True,1.3603495231756633,1.0,0.33333333333333287,0.10515870197898469,0.10515870197898514,False,1.3603495231756633,0.3333333333333333,0.08333333333333326
12_1d_staggered_clustered_barriers,laplacian,43,10,0.23255813953488372,2.9017593675580002,0.599080767836433,0.32946844848176227,True,1.6286362954302487,1.0,0.2325581395348833,0.09691030894687855,0.09691030894687896,False,1.6286362954302487,0.23255813953488372,0.06060606060606055
13_2d_corridor_clusters,laplacian,25,7,0.28,4.407894736842105,0.5378087292409599,0.654373762045976,True,1.4842630146546574,1.0,0.2799999999999996,0.37437376204597594,0.3743737620459764,False,1.4842630146546574,0.28,-0.07936507936507953
14_2d_rooms_and_walls,laplacian,30,8,0.26666666666666666,4.396194211554622,0.5267491997583883,0.5850138868788195,True,1.5209170034901045,1.0,0.26666666666666633,0.31834722021215284,0.31834722021215317,False,1.5209170034901045,0.26666666666666666,-0.02272727272727293
15_2d_grouped_islands,laplacian,36,8,0.2222222222222222,3.8101619181250594,0.6724318325382223,0.5695508898932162,True,1.666081101809387,1.0,0.2222222222222222,0.347328667670994,0.347328667670994,False,1.666081101809387,0.2222222222222222,0.375
16_2d_narrow_passages,laplacian,42,15,0.35714285714285715,2.868888870746226,0.8896224800965183,0.7663693892031993,True,1.3142224964558467,1.0,0.3571428571428563,0.40922653206034215,0.409226532060343,False,1.3142224964558467,0.35714285714285715,-0.2814814814814812
17_2d_large_clustered_office,laplacian,49,13,0.2653061224489796,3.091428571428571,1.0603905041694965,0.6960091346464998,True,1.524811803730247,1.0,0.2653061224489796,0.4307030121975202,0.4307030121975202,False,1.524811803730247,0.2653061224489796,-0.37393162393162394
18_2d_rectangular_window_clusters,laplacian,45,17,0.37777777777777777,3.331094430002151,0.7291819564167276,0.8101377547225176,True,1.2778258736680514,1.0,0.3777777777777781,0.4323599769447398,0.4323599769447395,False,1.2778258736680514,0.37777777777777777,-0.134453781512605
19_3d_dual_room_clusters,laplacian,48,26,0.5416666666666666,4.466867872151315,0.456585832426132,0.84142307034401,True,1.0671459636891303,1.0,0.5416666666666674,0.29975640367734335,0.2997564036773426,False,1.0671459636891303,0.5416666666666666,-0.6433566433566433
20_3d_layered_obstacle_bands,laplacian,60,32,0.5333333333333333,4.99411010432009,0.3972094832379346,0.83693491061004,True,1.0754507267897768,1.0,0.5333333333333339,0.30360157727670667,0.3036015772767061,False,1.0754507267897768,0.5333333333333333,-0.1919642857142856
