version,case,theta_over_pi,beta_over_pi,r,P_valid,is_selected_r
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,5,0.4200126023480938,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,6,0.4361381531815961,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,7,0.4552697681769141,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,8,0.477738328028552,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,9,0.5038683767539729,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,10,0.5338723620561066,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,11,0.5677372777820718,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,12,0.6051271396388092,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,13,0.6453250435296926,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,14,0.6872336107389775,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,15,0.7294425967524032,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,16,0.7703588418416989,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,17,0.8083793464504352,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,18,0.8420765997823739,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,19,0.8703597953198796,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,20,0.8925784941110301,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,21,0.90854687244244,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,22,0.9184847206125424,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,23,0.922891545063704,1
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,24,0.9223870859902192,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,25,0.9175603245692752,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,26,0.9088665914454862,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,27,0.896598713668864,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,28,0.8809365605680367,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,29,0.8620557387190527,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,30,0.8402573849816852,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,31,0.8160728316348839,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,32,0.7903023423887446,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,33,0.7639652139384916,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,34,0.7381645484426284,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,35,0.7138965871367065,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,36,0.6918538136750266,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,37,0.6722770681939745,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,38,0.6549023165261049,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,39,0.6390246361536471,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,40,0.6236715279860546,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,41,0.6078482243812874,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,42,0.5907974819609132,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,43,0.5722111335093905,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,44,0.5523419475427696,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,45,0.5319890117304057,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,46,0.5123611335880347,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,47,0.4948521592550242,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,48,0.480781921484491,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,49,0.471161931618669,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,50,0.4665352809584066,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,51,0.466919015802091,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,52,0.4718509219814102,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,53,0.4805185330112529,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,54,0.4919323458552953,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,55,0.505100881428845,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,56,0.519172001059894,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,57,0.5335193297013853,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,58,0.5477695539072889,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,59,0.5617806063083751,0
V4,05_1d_long_clustered_blocks,0.0178571428571428,0.0401785714285714,60,0.5755887894925446,0
V4,06_2d_tiny_corner_block,0.2678571428571428,0.1071428571428571,1,0.460734505486824,0
