version,case,theta_opt,beta_opt,theta_over_pi,beta_over_pi,r,P_valid,is_selected_r
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,1,0.24686648652146811,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,2,0.33347758368280855,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,3,0.4448062234906905,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,4,0.5587133696548336,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,5,0.649702494586721,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,6,0.6955906655378897,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,7,0.6851790937247767,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,8,0.6234292744950012,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,9,0.5309894486346716,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,10,0.4373167801860398,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,11,0.36987988088394874,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,12,0.344121538212349,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,13,0.3586513635638729,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,14,0.3975644136395559,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,15,0.4382912169807827,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,16,0.4609398431195185,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,17,0.4549640564580102,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,18,0.4210174700421354,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,19,0.36861026409552866,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,20,0.3119647245247128,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,21,0.26637825436327006,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,22,0.24588447692405022,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,23,0.26141805984479094,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,24,0.31831486364155975,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,25,0.4130901984468725,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,26,0.5311131795509476,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,27,0.6475832428444144,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,28,0.7331983071799526,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,29,0.7634230555583972,1
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,30,0.7277871576091615,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,31,0.6348344978355871,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,32,0.5099568752944833,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,33,0.3866536792988584,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,34,0.29494751893277943,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,35,0.2519531224636694,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,36,0.2582676545380414,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,37,0.30077929001005244,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,38,0.3594996969979104,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,39,0.4147511898814395,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,40,0.45193848085111493,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,41,0.46329208528401805,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,42,0.4477965728186883,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,43,0.41085388676188156,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,44,0.3641090726206617,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,45,0.32440777010079486,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,46,0.3104239676508797,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,47,0.3366717281156327,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,48,0.40672197082447564,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,49,0.5089771883510147,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,50,0.6180077210760464,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,51,0.7020720713617916,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,52,0.7342436340345628,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,53,0.7024193837840635,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,54,0.613747217253371,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,55,0.4916318991489786,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,56,0.3670133220884169,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,57,0.2680842379335313,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,58,0.2127463881850768,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,59,0.206055242079392,0
V4,01_1d_tiny_single_gap,0.28049934407051724,0.16829960644231035,0.08928571428571429,0.05357142857142857,60,0.24210095756548267,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,1,0.3364184742876167,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,2,0.4410442851574644,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,3,0.6053293423072846,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,4,0.7651861804845309,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,5,0.8145714006440694,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,6,0.7112104977884095,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,7,0.5210570776227728,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,8,0.35070624117758464,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,9,0.2738698404305202,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,10,0.3253801940135783,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,11,0.49646603750544355,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,12,0.7011588897342678,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,13,0.8138861843850685,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,14,0.789212399554994,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,15,0.6905568954568462,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,16,0.5709113109947848,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,17,0.4142029581033701,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,18,0.24818888186667468,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,19,0.20565972433753482,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,20,0.36750238321718876,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,21,0.6171410545009682,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,22,0.7593319731744397,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,23,0.734596969323872,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,24,0.6230329380414683,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,25,0.4935388695458295,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,26,0.36310897933318975,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,27,0.27431795832462214,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,28,0.29784364753068016,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,29,0.44666145649779654,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,30,0.654577068819231,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,31,0.8376317460492827,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,32,0.9270110303615731,1
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,33,0.8656883157414837,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,34,0.6484631783149037,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,35,0.3752687492378193,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,36,0.20555179755749367,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,37,0.22440028412830665,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,38,0.3713954758682317,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,39,0.5204200079710414,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,40,0.6115190281405636,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,41,0.6708031301248469,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,42,0.7080256640099196,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,43,0.6618500805386289,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,44,0.49794251523575345,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,45,0.3143419097457952,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,46,0.26464471020884595,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,47,0.3851170131845558,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,48,0.5713410556240939,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,49,0.7144068439608546,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,50,0.7761879811008838,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,51,0.7426354697688089,0
V4,02_1d_main_reference,0.30854927847756897,0.3646491472916724,0.09821428571428571,0.11607142857142858,52,0.6127137479193235,0
